groupId	sourceBook	pdfPage	ocrPage	printedPage	classification	candidateArticleIds	reason
rw4	NHCE4-RW4	168	168	153	teaching-support		unit opening/exercises/skills/writing/project
rw4	NHCE4-RW4	169	169	154	teaching-support		unit opening/exercises/skills/writing/project
rw4	NHCE4-RW4	170	170	155	teaching-support		unit opening/exercises/skills/writing/project
rw4	NHCE4-RW4	171	171	156	teaching-support		unit opening/exercises/skills/writing/project
rw4	NHCE4-RW4	172	172	157	teaching-support		unit opening/exercises/skills/writing/project
rw4	NHCE4-RW4	173	173	158	teaching-support		unit opening/exercises/skills/writing/project
rw4	NHCE4-RW4	174	174	159	teaching-support		unit opening/exercises/skills/writing/project
rw4	NHCE4-RW4	175	175	160	teaching-support		unit opening/exercises/skills/writing/project
rw4	NHCE4-RW4	176	176	161	teaching-support		unit opening/exercises/skills/writing/project
rw4	NHCE4-RW4	177	177	162	teaching-support		unit opening/exercises/skills/writing/project
rw4	NHCE4-RW4	178	178	163	teaching-support		unit opening/exercises/skills/writing/project
rw4	NHCE4-RW4	179	179	164	article-candidate	rw4-u06-b	directory-defined candidate review span
rw4	NHCE4-RW4	180	180	165	article-candidate	rw4-u06-b	directory-defined candidate review span
rw4	NHCE4-RW4	181	181	166	article-candidate	rw4-u06-b	directory-defined candidate review span
rw4	NHCE4-RW4	182	182	167	teaching-support		unit opening/exercises/skills/writing/project
rw4	NHCE4-RW4	183	183	168	teaching-support		unit opening/exercises/skills/writing/project
rw4	NHCE4-RW4	184	184	169	teaching-support		unit opening/exercises/skills/writing/project
rw4	NHCE4-RW4	185	185	170	teaching-support		unit opening/exercises/skills/writing/project
rw4	NHCE4-RW4	186	186	171	teaching-support		unit opening/exercises/skills/writing/project
rw4	NHCE4-RW4	187	187	172	teaching-support		unit opening/exercises/skills/writing/project
rw4	NHCE4-RW4	188	188	173	article-candidate	rw4-u06-c	directory-defined candidate review span
rw4	NHCE4-RW4	189	189	174	article-candidate	rw4-u06-c	directory-defined candidate review span
rw4	NHCE4-RW4	190	190	175	vocabulary-or-back-matter		after final directory-defined article
rw4	NHCE4-RW4	191			trailing-blank		blank trailing PDF page; no OCR image required
